STATE/UT,YEAR,POPULATION,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,CRIMES AGAINST SC,CRIMES AGAINST ST,Crimes Against Women,TOTAL IPC CRIMES,LITERACY RATE_ITER,AREA (in sq. km)_ITER,CRIMES AGAINST CHILDREN_ITER,JUVENILES APPREHENDED_ITER,POLICEMEN KILLED_ITER,THEFT CASES REPOERTED_ITER,THEFT VALUE TOTAL_ITER,TOTAL  Dacoity_ITER,TOTAL  Robbery_ITER,TOTAL  Burglary_ITER,TOTAL  Theft_ITER,Total Petty Crime_ITER,Human Rights Violation Cases_ITER,Policemen Chargesheeted_ITER,Polimen Charged_ITER
WEST BENGAL,2011,90251375,2109,2242,486,2363,0,2363,4285,3711,574,236,939,760,455,21446,4642,16804,6019,1264,4171,207,413,13094,510,2363,200,19772,0,3249,56614,59,41,28919,143197,76.26,88752.0,1450.0,1870.2570691427072,-164.81902255313105,18731.309352517987,1384360829.3937283,236.0,760.0,455.0,21446.0,22897.0,9.472355409532403,-20.390959757964836,-5.658761779132131
A & N ISLANDS,2011,530089,14,6,2,13,0,13,15,12,3,1,0,1,99,88,4,84,11,3,32,0,6,81,0,15,3,5,0,6,392,0,7,48,793,86.05,8249.0,31.0,1872.1431843192227,-167.8854111157034,20523.309352517987,370050290.7620392,1.0,1.0,99.0,88.0,189.0,12.57297175193241,-20.19975016983096,-3.5363472159738087
CHANDIGARH,2011,1121291,24,40,6,27,0,27,58,46,12,6,2,68,285,1502,915,587,66,25,255,0,9,45,2,21,12,46,0,7,1036,1,0,154,3542,86.05,114.0,74.0,1872.0074998296782,-167.6466882727358,15659.309352517987,401601796.17345524,6.0,68.0,285.0,1502.0,1861.0,12.128071154529852,-20.264873745714663,-3.761616631706109
D & N HAVELI,2011,255522,14,2,0,4,0,4,9,8,1,7,0,2,22,69,43,26,20,10,18,2,5,25,0,2,0,3,0,24,134,1,2,17,372,76.24,491.0,11.0,1872.1491795133572,-167.9029508264145,29035.309352517987,452546561.96911,7.0,2.0,22.0,69.0,100.0,12.482951348440878,-19.729674380678375,-3.7265947795403145
DAMAN & DIU,2011,188618,6,1,0,1,0,1,3,2,1,4,0,6,31,47,33,14,19,3,10,2,0,11,0,0,0,2,0,43,35,0,0,5,224,87.1,112.0,3.0,1872.1503788415166,-167.90372818464647,16939.309352517987,346101896.465807,4.0,6.0,31.0,47.0,88.0,12.344317147043128,-20.239601705633444,-3.508310353813786
LAKSHADWEEP,2011,73112,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,1,0,0,3,3,0,0,0,0,0,0,27,0,0,0,44,91.85,32.0,0.0,1872.1566959319398,-167.91784725267303,11695.309352517987,298969772.2934333,0.0,0.0,0.0,4.0,4.0,12.278117679924986,-20.467410514001163,-3.40089253079768
PUDUCHERRY,2011,1131886,32,22,12,7,0,7,12,9,3,5,10,11,65,707,511,196,125,9,54,4,10,853,1,35,16,10,0,243,2119,18,0,78,4362,87.02,479.0,15.0,1872.0924337853983,-167.80876398729114,16171.309352517987,372861788.2184799,5.0,11.0,65.0,707.0,788.0,12.275412290135876,-20.383522833233584,-3.60163621581002
ANDHRA PRADESH,2012,93556426,2717,2183,158,1341,0,1341,1870,1403,467,131,1,668,8442,27475,8036,19439,1878,1271,11002,260,980,56768,504,4816,3714,13389,0,13929,39025,3057,666,25167,192522,194.3121288888323,424173.82888673956,2274.0,1869.256257688074,-162.37218916413545,2347.3093525179866,1112524836.7102528,131.0,668.0,8442.0,27475.0,36716.0,11.529810685182472,601.8456182655189,216.45504019426437
ARUNACHAL PRADESH,2012,1349955,73,29,1,46,0,46,82,58,24,20,0,65,215,402,95,307,28,55,85,1,33,438,1,67,2,26,0,94,657,0,10,200,2420,194.31212223829294,424173.9698572325,39.0,1872.1005451992287,-167.80991397166147,702.0,55525053.0,20.0,65.0,215.0,402.0,702.0,12.421438707776588,638.5971044734536,232.914809655248
ASSAM,2012,30626470,1368,670,54,1716,0,1716,3812,3360,452,266,7,907,3825,9394,2720,6674,5077,1278,1705,61,2830,6676,140,1840,5,6407,2,2565,27077,4,0,13470,77682,194.31212888735257,424173.8222249219,392.0,1871.0396579172536,-165.6551204787658,10539.309352517987,655897355.1044663,266.0,907.0,3825.0,9394.0,14392.0,14.499486058100697,622.478405882938,226.2633387323329
BIHAR,2012,96490282,3566,5452,285,927,0,927,4807,3789,1018,540,54,1266,3758,17667,6404,11263,10871,1650,3933,40,799,45827,1275,118,37,3686,4,4631,35421,4821,119,9836,146614,194.31213177109606,424173.7604615813,2894.0,1870.3052179684114,-164.4634294168562,23231.0,706884978.0,540.0,1266.0,3758.0,17667.0,23231.0,10.367579952769702,619.8329183431471,224.7177811345711
CHHATTISGARH,2012,24431400,998,593,26,1034,0,1034,450,350,100,64,4,412,3334,5341,2358,2983,910,170,925,53,330,10855,81,1601,162,980,0,2888,23387,262,344,4208,54598,194.31212732880613,424173.85619224096,1881.0,1871.4610541531306,-166.42356278665935,9151.0,404517643.0,64.0,412.0,3334.0,5341.0,9151.0,12.470966735389393,631.7741328229197,229.61639996145843
GOA,2012,1633033,45,35,3,55,0,55,24,16,8,6,0,25,356,915,300,615,122,64,205,16,34,266,0,49,16,24,0,233,1115,10,1,160,3608,194.31212889688206,424173.81929352845,122.0,1872.0555348317587,-167.7211233291123,14635.309352517987,340861548.6131484,6.0,25.0,356.0,915.0,1302.0,13.541303494280744,639.2366709681863,233.3671002726405
GUJARAT,2012,57731543,1126,557,43,473,0,473,1720,1527,193,287,19,1366,4695,15952,9057,6895,1758,1240,1361,216,282,10234,21,745,93,6658,0,5573,75702,1028,221,9517,130121,194.31215046633486,424173.33246892795,1327.0,1870.409191265197,-164.51294110819427,22300.0,1990981157.0,287.0,1366.0,4695.0,15952.0,22300.0,11.651667212796568,611.7183263636281,220.02496412397218
HARYANA,2012,26010282,991,910,68,668,0,668,1349,900,449,204,176,711,5129,17590,12979,4611,1424,740,1798,20,191,3277,258,525,434,3137,0,1484,21396,252,0,5922,62480,194.31213965236117,424173.5802406792,1015.0,1870.2930366755318,-164.34859536710687,23634.0,1248049208.0,204.0,711.0,5129.0,17590.0,23634.0,10.777572202112353,616.2906094550445,221.67554115429465
HIMACHAL PRADESH,2012,7298240,113,53,9,183,0,183,172,152,20,1,0,10,928,769,265,504,494,137,373,1,131,1173,2,250,68,251,0,562,6877,129,3,906,12557,194.31212410009314,424173.9275148497,266.0,1872.0305136985498,-167.62376650585415,1708.0,183466034.0,1.0,10.0,928.0,769.0,1708.0,12.598389204623714,637.2311799544877,232.21618254474677
JAMMU & KASHMIR,2012,11726464,124,511,16,303,0,303,1093,1041,52,6,0,81,1395,2022,557,1465,1400,163,612,17,190,322,8,1322,347,301,0,371,14004,2,0,3322,24608,194.31212455008833,424173.91791773855,40.0,1871.8903036378606,-167.3455856191908,3504.0,213931063.0,6.0,81.0,1395.0,2022.0,3504.0,12.42396730352354,636.2201484656664,231.412267975419
JHARKHAND,2012,31565703,1694,842,92,812,0,812,1056,786,270,284,33,494,1216,6680,2215,4465,2331,639,1566,14,136,4785,302,284,10,1261,3,1594,14818,696,287,3458,40946,194.312125352815,424173.90181149665,113.0,1871.4609607354266,-166.64161773108097,8674.0,267801586.0,284.0,494.0,1216.0,6680.0,8674.0,11.49488084742367,632.2741694721963,229.82045097600508
KARNATAKA,2012,64017056,1860,1923,71,621,0,621,1451,1070,381,211,536,2207,5792,18418,8886,9532,7502,401,5822,84,416,20350,218,2978,100,3684,32,876,58468,2605,374,8703,134021,194.31215232738208,424173.29168871674,875.0,1870.077518954639,-163.8103467675113,26628.0,2117307630.0,211.0,2207.0,5792.0,18418.0,26628.0,11.411063679897829,609.7789801307586,217.86863846111757
KERALA,2012,34430444,374,497,107,1019,0,1019,281,214,67,72,289,725,2710,4078,1262,2816,10938,301,4681,68,568,21170,32,3735,498,5216,0,48,101582,810,124,10714,158989,194.3121295164073,424173.8057245092,1324.0,1871.5843965287286,-166.66037997493623,7585.0,554605620.0,72.0,725.0,2710.0,4078.0,7585.0,12.674546605293553,631.8949011940443,229.4975952320126
MADHYA PRADESH,2012,71677391,2373,2332,114,3425,0,3425,1302,1127,175,107,127,1940,10019,23182,12279,10903,1951,576,2021,31,814,35549,743,6655,774,3988,6,7721,114585,2875,1218,16718,220335,194.31212888908914,424173.82737806113,5168.0,1869.424437812581,-162.3633341151782,2347.3093525179866,620236945.6355764,107.0,1940.0,10019.0,23182.0,35248.0,11.514747361357106,607.1797241539848,218.16206171277003
MAHARASHTRA,2012,114211021,2712,2168,171,1839,0,1839,1583,1140,443,793,322,6949,15648,47476,17855,29621,8860,1900,9398,291,1246,28392,329,3935,1294,7415,0,13311,46668,1091,308,15952,202700,194.3121288476702,424173.83485330956,3456.0,1866.612402564798,-156.89953450268524,-63188.69064748201,1854124500.4462857,793.0,6949.0,15648.0,47476.0,70866.0,6.819585006060373,560.2495211034702,194.02903520971591
MANIPUR,2012,2849347,83,409,4,63,0,63,223,133,90,8,171,3,53,903,736,167,72,67,136,2,74,285,0,49,1,43,0,2,1086,0,2,289,3737,194.31212250916627,424173.9638020248,104.0,1872.0744151638262,-167.7925494009074,967.0,74142240.0,8.0,3.0,53.0,903.0,967.0,12.30228436385762,637.9921213874023,232.76481648817227
MEGHALAYA,2012,2745726,137,63,8,164,0,164,92,24,68,52,1,46,145,543,152,391,0,44,108,13,61,157,1,43,0,16,0,102,761,0,0,248,2557,194.3121226268161,424173.96100820653,91.0,1872.0923997690302,-167.80378668060317,786.0,82235761.0,52.0,46.0,145.0,543.0,786.0,12.405677106610185,638.2050499630799,232.85985453299213
MIZORAM,2012,1002844,30,21,7,103,0,103,8,3,5,2,0,4,347,605,24,581,1,12,42,6,12,103,0,85,0,8,0,34,336,0,0,199,1766,194.31212239357646,424173.9663753375,95.0,1872.0809422649804,-167.77014687841728,958.0,66226072.0,2.0,4.0,347.0,605.0,958.0,12.414662060907318,638.3183151717776,232.78592144192115
NAGALAND,2012,2368252,75,42,6,21,0,21,27,10,17,1,0,54,65,381,65,316,3,22,39,4,7,30,0,16,0,0,0,31,266,0,0,47,1090,194.31212275979127,424173.95788362995,13.0,1872.1143281700333,-167.85005938124797,501.0,91378454.0,1.0,54.0,65.0,381.0,501.0,12.418080378411553,638.3269493601008,232.8337374801555
ODISHA,2012,44459384,1548,1879,54,1458,0,1458,1542,1364,178,402,99,1613,3430,9630,3210,6420,2205,317,1607,19,469,8223,525,4187,304,2638,0,3605,22203,2265,688,10476,67957,194.31214026898172,424173.56298229296,418.0,1870.9888327803321,-165.54551755854428,15075.0,1291015472.0,402.0,1613.0,3430.0,9630.0,15075.0,12.140076982401919,622.5095236048762,224.63085392198633
PUNJAB,2012,28379180,855,1045,104,680,1,679,919,689,230,48,184,213,2828,5272,2011,3261,1,289,3451,49,74,4186,118,340,31,1293,0,3405,10405,71,0,3151,35790,194.31213240561584,424173.739928377,877.0,1871.5172059446948,-166.5796029455125,8361.0,753164978.0,48.0,213.0,2828.0,5272.0,8361.0,12.517157715073527,629.2336044711849,228.362250768354
RAJASTHAN,2012,65494555,1461,1538,98,2049,0,2049,3243,2697,546,31,74,807,4610,23314,14107,9207,573,682,19646,49,475,17614,478,2352,18,13312,0,8284,70240,5559,1351,20906,170948,194.31214916475687,424173.3649811512,1807.0,1869.8563965700084,-163.71950134611654,28762.0,1900879015.0,31.0,807.0,4610.0,23314.0,28762.0,10.030605157502855,606.5082523105565,217.83581831003028
SIKKIM,2012,644932,7,7,0,34,0,34,10,10,0,0,0,6,65,117,17,100,22,3,31,1,20,91,1,19,0,4,0,32,58,5,4,68,528,194.31212156788862,424173.98500199994,30.0,1872.1394856683626,-167.89431680514465,188.0,9583910.0,0.0,6.0,65.0,117.0,188.0,12.413815763142228,639.1504100863256,233.20935888476518
TAMIL NADU,2012,75118424,1949,2954,44,737,0,737,1945,1693,252,97,19,1898,4457,11996,3915,8081,3136,262,4151,377,726,22100,110,1494,382,1965,0,15499,124176,1647,27,6381,200474,194.31214026756467,424173.56427849375,1036.0,1870.7265609201083,-165.019934772277,18448.0,1290410413.0,97.0,1898.0,4457.0,11996.0,18448.0,11.897620754714715,621.0312590531033,223.29363852491974
TRIPURA,2012,3675296,124,79,2,229,0,229,139,114,25,7,0,60,239,565,140,425,128,47,105,9,59,1504,37,314,7,858,0,10,1742,76,29,1559,6264,194.31212889644084,424173.81919688557,20.0,1872.0897261359364,-167.7850783615911,15659.309352517987,352599096.8819943,7.0,60.0,239.0,565.0,871.0,13.620857379542251,639.5450266792311,233.49704788880092
UTTAR PRADESH,2012,205888020,4966,4811,1410,1963,0,1963,8878,7910,968,322,68,3159,6187,37376,22773,14603,5676,3638,10713,205,327,12290,2244,3247,8,7661,0,14406,68538,6202,44,23033,198093,194.3121528719235,424173.2875389479,6033.0,1868.3853736708365,-161.03698057924717,47044.0,2152334509.0,322.0,3159.0,6187.0,37376.0,47044.0,8.164083660236772,593.6736229590131,212.67072206369153
UTTARAKHAND,2012,9501846,217,161,44,148,0,148,297,256,41,29,3,144,391,1913,949,964,369,137,529,22,17,1022,71,139,73,368,0,670,2118,33,3,1055,8882,194.31212425473686,424173.92446125497,122.0,1871.9571269096718,-167.55702485303797,2477.0,193728474.0,29.0,144.0,391.0,1913.0,2477.0,12.251791593903857,636.364327408467,231.89250434396598
WEST BENGAL,2012,91193022,2252,2854,522,2046,0,2046,5117,4168,949,279,875,816,464,22991,5158,17833,6611,1391,5300,352,396,15923,593,3345,556,19865,12,4385,64482,85,91,30585,161427,194.312128926292,424173.82791083225,1706.0,1870.1199417017406,-164.5999604260067,-46804.69064748201,885912959.0620459,279.0,816.0,464.0,22991.0,24550.0,7.4437104299222545,620.0465261951822,224.53441878523074
A & N ISLANDS,2012,549368,15,3,0,12,0,12,8,7,1,5,0,2,71,71,0,71,8,5,31,1,4,62,2,17,4,5,0,6,351,0,4,47,683,86.63,424173.87565363426,28.0,1872.1442924423454,-167.89583075188008,149.0,10824524.0,5.0,2.0,71.0,71.0,149.0,12.383478240450405,-627.7987578376813,-225.36233294501565
CHANDIGARH,2012,1144839,21,44,5,27,0,27,87,66,21,3,9,63,235,1549,894,655,49,34,234,2,9,42,5,45,25,73,0,3,1042,2,0,241,3606,86.05,424173.8522037688,96.0,1872.0060878131674,-167.65555974343982,1850.0,83472950.0,3.0,63.0,235.0,1549.0,1850.0,12.167152923536563,-627.7341795023054,-225.57258394344973
D & N HAVELI,2012,259148,7,2,0,3,0,3,13,9,4,2,0,2,22,68,36,32,11,10,4,0,12,25,0,2,0,0,0,23,112,0,4,14,318,194.31212162963874,424173.9835603611,8.0,1872.1465130070062,-167.91025177565638,94.0,13834365.0,2.0,2.0,22.0,68.0,94.0,12.41638631203287,639.1534021465083,233.22263704066114
DAMAN & DIU,2012,191924,3,5,0,5,0,5,3,0,3,1,0,3,26,55,42,13,9,6,8,0,11,17,0,0,0,3,0,38,46,0,0,8,239,194.31212165077102,424173.98307257844,8.0,1872.1473580561055,-167.91109980885886,85.0,15287800.0,1.0,3.0,26.0,55.0,85.0,12.42092083393636,639.1533483042443,233.21995111710837
LAKSHADWEEP,2012,74578,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,6,10,0,0,0,3,3,0,1,0,1,0,0,32,0,0,2,60,194.31212143219452,424173.98804556526,0.0,1872.153042757332,-167.92310054320646,10.0,279975.0,0.0,0.0,3.0,7.0,10.0,12.414465102718427,639.3113512038874,233.28977743975466
PUDUCHERRY,2012,1148900,29,27,12,13,0,13,19,16,3,5,15,16,77,658,462,196,126,9,90,6,21,818,0,9,2,6,0,263,2060,24,0,46,4281,194.3121220011501,424173.9753344004,32.0,1872.0924632549863,-167.8178274779889,756.0,39238036.0,5.0,16.0,77.0,658.0,756.0,12.324892013029178,638.5042025786075,232.92103319814072
